"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU1945","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU1949","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium",NA
"OTU1957","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"OTU1966","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU1970","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter",NA
"OTU1983","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU1987","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU1994","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU1996","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU2007","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"OTU2008","Bacteria","","","","","",""
"OTU2010","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU2016","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU2021","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU2026","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"OTU2033","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU2038","Bacteria","Acidobacteria","Acidobacteria_Gp1","","","Gp1",NA
"OTU2043","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA
"OTU2045","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU2050","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU2055","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU2057","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU2106","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus",NA
"OTU2108","Bacteria","Acidobacteria","Acidobacteria_Gp1",NA,NA,NA,NA
"OTU2109","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales",NA,NA,NA
"OTU2120","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA,NA
"OTU2124","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU2130","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"OTU2133","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella",NA
"OTU2138","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter",NA
"OTU2144","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA
"OTU2150","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus",NA
"OTU2161","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer",NA
"OTU2164","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter",NA
"OTU2167","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"OTU2169","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU2175","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"OTU2188","Bacteria","Acidobacteria","Acidobacteria_Gp16","","","Gp16",NA
"OTU2199","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae",NA,NA
"OTU2200","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU2201","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"OTU2204","Bacteria","","","","","",""
"OTU2205","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Thermosporotrichaceae","Thermosporothrix",NA
"OTU2209","Bacteria","Acidobacteria","Acidobacteria_Gp1",NA,NA,NA,NA
"OTU2227","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU2229","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"OTU2238","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU2247","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU2259","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU2260","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU2264","Bacteria","Acidobacteria","Acidobacteria_Gp2","","","Gp2",NA
"OTU2265","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU2266","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU2273","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"OTU2286","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"OTU2291","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU2292","Bacteria","","","","","",""
"OTU2304","Bacteria","Acidobacteria","Acidobacteria_Gp1","","","Gp1",NA
"OTU2308","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium",NA
"OTU2321","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA
"OTU2338","Bacteria","Acidobacteria","Acidobacteria_Gp1","","","Gp1",NA
"OTU2351","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU2354","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"OTU2356","Bacteria","Acidobacteria","Acidobacteria_Gp1","","","Gp1",NA
"OTU2372","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium",NA
"OTU2376","Bacteria","","","","","",""
"OTU2381","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU2395","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"OTU2397","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA
"OTU2400","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter",NA
"OTU2436","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU2444","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU2481","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU2499","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU2502","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA,NA
"OTU2534","Bacteria","Acidobacteria","Acidobacteria_Gp2","","","Gp2",NA
"OTU2543","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"OTU2574","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU2591","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU2593","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU2613","Bacteria","Acidobacteria","Acidobacteria_Gp2","","","Gp2",NA
"OTU2614","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella",NA
"OTU2619","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella",NA
"OTU2627","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU2632","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU2633","Bacteria","Acidobacteria","Acidobacteria_Gp2","","","Gp2",NA
"OTU2637","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"OTU2639","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella",NA
"OTU2642","Bacteria","","","","","",""
"OTU2654","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"OTU2665","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"OTU2696","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU2713","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU2725","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"OTU2749","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales",NA,NA,NA
"OTU2754","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU2762","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU2783","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU2789","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella",NA
"OTU2814","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU2821","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU2824","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU2835","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales",NA,NA,NA
"OTU2836","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU2839","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU2845","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU2848","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU2860","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU2863","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales",NA,NA,NA
"OTU2865","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces",NA
"OTU2869","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU2874","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales",NA,NA,NA
"OTU2875","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU2884","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Couchioplanes",NA
"OTU2888","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU2900","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella",NA
"OTU2903","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU2905","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"OTU2909","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU2917","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU2926","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU2941","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"OTU2949","Bacteria","Chloroflexi","Ktedonobacteria",NA,NA,NA,NA
"OTU2952","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces",NA
"OTU2962","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"OTU2974","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Actinoplanes",NA
"OTU2993","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3024","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3029","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU3056","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces",NA
"OTU3061","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Inquilinus",NA
"OTU3063","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU3064","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3083","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU3085","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"OTU3093","Bacteria","Acidobacteria","Acidobacteria_Gp1",NA,NA,NA,NA
"OTU3095","Bacteria","Acidobacteria","Acidobacteria_Gp2","","","Gp2",NA
"OTU3100","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3102","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"OTU3109","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3112","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3149","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3161","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"OTU3162","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"OTU3176","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU3183","Bacteria","Actinobacteria",NA,NA,NA,NA,NA
"OTU3234","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU3242","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU3267","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU3288","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae",NA,NA
"OTU3307","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3308","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella",NA
"OTU3319","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"OTU3323","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU3344","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3364","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU3368","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter",NA
"OTU3370","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3373","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales",NA,NA,NA
"OTU3374","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"OTU3376","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3383","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA,NA
"OTU3392","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3420","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3422","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3425","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU3426","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3427","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3469","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Amycolatopsis",NA
"OTU3478","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3490","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Actinoplanes",NA
"OTU3491","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Rhodopila",NA
"OTU3506","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU3518","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3525","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU3535","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales",NA,NA,NA
"OTU3539","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU3549","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3550","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3556","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces",NA
"OTU3565","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3566","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces",NA
"OTU3579","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU3592","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales",NA,NA,NA
"OTU3679","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella",NA
"OTU3684","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU3697","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3700","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales",NA,NA,NA
"OTU3790","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA,NA
"OTU3791","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"OTU3799","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae",NA,NA
"OTU3804","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Singulisphaera",NA
"OTU3810","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU3811","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Singulisphaera",NA
"OTU3822","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3829","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA
"OTU3843","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales",NA,NA,NA
"OTU3852","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"OTU3864","Bacteria","Acidobacteria","Acidobacteria_Gp1","","","Gp1",NA
"OTU3875","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales",NA,NA,NA
"OTU3887","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3898","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","Geodermatophilus",NA
"OTU3908","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"OTU3922","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU3928","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"OTU3931","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
