"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU3932","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Thermosporotrichaceae","Thermosporothrix",NA
"OTU3938","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3941","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Thermosporotrichaceae","Thermosporothrix",NA
"OTU3951","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU3953","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"OTU3968","Bacteria","Actinobacteria",NA,NA,NA,NA,NA
"OTU3976","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA,NA
"OTU3984","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU3987","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU4022","Bacteria","Actinobacteria",NA,NA,NA,NA,NA
"OTU4153","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU4176","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU4211","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU4247","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU4256","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Rhodopila",NA
"OTU4275","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA,NA
"OTU4279","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA,NA
"OTU4280","Bacteria","Acidobacteria","Acidobacteria_Gp1","","","Gp1",NA
"OTU4285","Bacteria","Acidobacteria","Acidobacteria_Gp1","","","Edaphobacter",NA
"OTU4287","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU4305","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU4335","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales",NA,NA,NA
"OTU4345","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales",NA,NA,NA
"OTU4355","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU4362","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU4374","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU4384","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU4387","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces",NA
"OTU4415","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU4417","Bacteria","Acidobacteria","Acidobacteria_Gp6","","","Gp6",NA
"OTU4431","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA,NA
"OTU4432","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella",NA
"OTU4438","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU4458","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae",NA,NA
"OTU4459","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU4482","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Singulisphaera",NA
"OTU4497","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU4509","Bacteria","","","","","",""
"OTU4516","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA
"OTU4518","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales",NA,NA,NA
"OTU4545","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella",NA
"OTU4554","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU4569","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU4589","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU4590","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU4591","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales",NA,NA,NA
"OTU4603","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU4612","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU4621","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"OTU4643","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"OTU4647","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium",NA
"OTU4648","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella",NA
"OTU4658","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Actinoplanes",NA
"OTU4659","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA
"OTU4662","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU4681","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU4701","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA,NA
"OTU4704","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA
"OTU4713","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA,NA
"OTU4717","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium",NA
"OTU4727","Bacteria","Acidobacteria","Acidobacteria_Gp2","","","Gp2",NA
"OTU4730","Bacteria","Acidobacteria","Acidobacteria_Gp1",NA,NA,NA,NA
"OTU4743","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"OTU4802","Bacteria","Actinobacteria",NA,NA,NA,NA,NA
"OTU4806","Bacteria","Acidobacteria","Acidobacteria_Gp1",NA,NA,NA,NA
"OTU4808","Bacteria","Acidobacteria","Acidobacteria_Gp1","","","Gp1",NA
"OTU4827","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU4841","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"OTU4843","Bacteria","","","","","",""
"OTU4862","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU4885","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales",NA,NA,NA
"OTU4890","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales",NA,NA,NA
"OTU4891","Bacteria","Acidobacteria","Acidobacteria_Gp1","","","Gp1",NA
"OTU4892","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU4905","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus",NA
"OTU4932","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU4944","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Singulisphaera",NA
"OTU4969","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU4979","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU4985","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium",NA
"OTU4997","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU5020","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"OTU5036","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU5041","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU5049","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU5063","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU5068","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"OTU5083","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU5119","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Singulisphaera",NA
"OTU5125","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"OTU5154","Bacteria","Actinobacteria",NA,NA,NA,NA,NA
"OTU5158","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU5159","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU5169","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU5174","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales",NA,NA,NA
"OTU5210","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU5219","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"OTU5239","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Actinoplanes",NA
"OTU5248","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptosporangiaceae",NA,NA
"OTU5256","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU5259","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU5286","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU5349","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU5358","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU5389","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU5390","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU5401","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU5410","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU5420","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU5428","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU5453","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU5457","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU5459","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"OTU5505","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU5513","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU5586","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU5594","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU5601","Bacteria","Actinobacteria",NA,NA,NA,NA,NA
"OTU5607","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU5622","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA
"OTU5633","Bacteria","Acidobacteria","Acidobacteria_Gp1",NA,NA,NA,NA
"OTU5634","Bacteria","candidate_division_WPS-2","","","","WPS-2_genera_incertae_sedis",NA
"OTU5659","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU5684","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU5691","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"OTU5700","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU5731","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU5741","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Allokutzneria",NA
"OTU5775","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU5782","Bacteria","Acidobacteria","Acidobacteria_Gp3",NA,NA,NA,NA
"OTU5796","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU5799","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU5827","Bacteria","Acidobacteria","Acidobacteria_Gp3","","","Gp3",NA
"OTU5830","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU5846","Bacteria","Actinobacteria",NA,NA,NA,NA,NA
"OTU5859","Bacteria","Acidobacteria","Acidobacteria_Gp1","","","Gp1",NA
"OTU5916","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU5920","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU5941","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU5942","Bacteria","Acidobacteria","Acidobacteria_Gp16","","","Gp16",NA
"OTU5956","Bacteria","Actinobacteria",NA,NA,NA,NA,NA
"OTU5964","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"OTU6024","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU6030","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU6035","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU6038","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU6045","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Singulisphaera",NA
"OTU6065","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU6077","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU6087","Bacteria","Acidobacteria","Acidobacteria_Gp1",NA,NA,NA,NA
"OTU6094","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"OTU6142","Bacteria","Actinobacteria",NA,NA,NA,NA,NA
"OTU6162","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Actinopolymorpha",NA
"OTU6248","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU6256","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae",NA,NA
"OTU6271","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium",NA
"OTU6274","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA,NA
"OTU6292","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"OTU6301","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nakamurellaceae","Nakamurella",NA
"OTU6341","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU6365","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU6403","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU6414","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Singulisphaera",NA
"OTU6425","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA,NA
"OTU6446","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU6464","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU6473","Bacteria","Acidobacteria","Acidobacteria_Gp1",NA,NA,NA,NA
"OTU6475","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU6499","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU6538","Bacteria","Acidobacteria","Acidobacteria_Gp1",NA,NA,NA,NA
"OTU6583","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU6606","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU6614","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"OTU6636","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU6642","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales",NA,NA,NA
"OTU6655","Bacteria","Acidobacteria","Acidobacteria_Gp1",NA,NA,NA,NA
"OTU6658","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU6667","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU6671","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU6686","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU6702","Bacteria","Acidobacteria","Acidobacteria_Gp1",NA,NA,NA,NA
"OTU6703","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU6723","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU6737","Bacteria","Actinobacteria",NA,NA,NA,NA,NA
"OTU6749","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU6751","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU6752","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU6804","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU6812","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium",NA
"OTU6847","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU6909","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU6910","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU6917","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA
"OTU6924","Bacteria","","","","","",""
"OTU6933","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA,NA
"OTU6958","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"OTU6962","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"OTU6996","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella",NA
"OTU7018","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU7030","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Rugosimonospora",NA
"OTU7093","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","Geodermatophilus",NA
"OTU7105","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU7124","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU7144","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA
"OTU7149","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA,NA
"OTU7152","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"OTU7153","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"OTU7159","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"OTU7164","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA,NA
"OTU7180","Bacteria","Acidobacteria","Acidobacteria_Gp1",NA,NA,NA,NA
"OTU7188","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
